issue number,issue title,created at,closed at,state,number of comments
19743,Should AR::Base#lock! raise an exception if called with dirty attributes?,2015-04-13 11:56:15,2015-04-14 22:30:52,closed,1
19745,Invalid join in SQL generated by ActiveRecord,2015-04-13 15:56:56,2015-04-14 12:33:36,closed,4
19747,Controller generator improvement,2015-04-13 18:54:31,2015-04-13 19:00:30,closed,3
19748,Rails installation should abort when run as a superuser,2015-04-13 19:20:35,2015-04-14 19:15:03,closed,5
19762,ActiveJob TestHelper assert_enqueue_with should accepts wait key,2015-04-14 21:21:20,2015-04-14 21:22:48,closed,3
19767,After creating a new game the game list link does not work ,2015-04-15 15:30:24,2015-04-15 15:33:39,closed,0
19768,games list has no perceivable order,2015-04-15 15:31:47,2015-04-15 15:33:45,closed,0
19769,"added a game it said it was added, don't see it on the list",2015-04-15 15:32:05,2015-04-15 15:33:52,closed,0
19776,"""touch"" can corrupt lock_version and does not raise StaleObjectError",2015-04-15 22:42:29,2015-04-19 20:54:39,closed,4
19777,ActiveSupport's isolation does not work with popen,2015-04-15 23:31:58,2015-12-22 01:38:23,closed,9
19781,Display the exception page when format is js,2015-04-16 08:30:07,2015-12-22 01:35:51,closed,5
19782,has_many :through association does not obey autosave when parent object is new,2015-04-16 11:00:35,2015-04-18 14:48:28,closed,9
19784,URL redirect fails with non-hostname IPv6 address request ,2015-04-16 19:00:23,2015-09-01 04:33:08,closed,2
19785,Odd issue with chained has_many through: and default_scope,2015-04-16 19:15:58,2016-03-11 14:59:59,closed,6
19791,fragment_exist? does not account for digested cache keys,2015-04-17 08:05:36,2016-01-27 16:01:51,closed,8
19792,has_many with scope and extensions,2015-04-17 08:27:41,2015-04-17 14:54:31,closed,1
19793,Can't catch deserialization error when sending email with ActiveJob,2015-04-17 10:00:09,2016-05-14 07:32:34,closed,9
19794,Create table fails on db:migrate task in ActiveRecord 4.2.1 if database adapter not support foreign_keys.,2015-04-17 10:41:44,2015-04-27 10:13:41,closed,2
19797,after_commit callback only triggered for first of multiple instances of the same model,2015-04-17 13:55:56,2015-04-17 15:44:36,closed,4
19801,ActiveJob queue_adapter documentation is out of date,2015-04-17 16:01:51,2015-04-22 03:59:33,closed,5
19803,MemCacheStore#increment bug,2015-04-17 22:09:37,2015-04-26 21:03:36,closed,10
19804,Outer scope is applied to subquery even though the subquery is built independently,2015-04-17 23:13:29,2015-04-18 15:29:11,closed,3
19805,Fixture should support '.yaml' or give a warning when you use foo.yaml.,2015-04-18 02:16:48,2015-12-23 16:54:32,closed,8
19810,"In Rails 4.2.1, remote forms throw InvalidAuthenticityToken",2015-04-19 00:34:07,2015-04-19 02:20:32,closed,1
19815,127.0.0.1 not accessible when rails binds to localhost,2015-04-19 16:26:47,2015-06-11 14:47:57,closed,11
19820,force_ssl loses port when redirecting to https,2015-04-20 02:26:23,2015-04-22 21:33:40,closed,3
19825,"Timezone MSK should be UTC+03:00, not UTC+04:00",2015-04-20 10:23:31,2015-04-20 15:00:59,closed,2
19835,Asset pipeline docs refer to no-longer-working config.assets.cache_store,2015-04-20 23:02:27,2016-02-01 13:00:56,closed,6
19840,"""render :file"" caches contents",2015-04-21 06:04:25,2015-04-21 16:25:17,closed,1
19845,Incorrect pluralisation of 'human' to 'humen' by active_support/inflector,2015-04-21 15:54:58,2015-04-21 16:22:10,closed,1
19849,place holder previews for NullMail,2015-04-21 19:53:57,2015-04-28 14:24:45,closed,5
19850,All Helpers Will Not Load in Rails 4.2.x,2015-04-21 22:47:05,2015-04-24 19:11:45,closed,5
19853,Attempting to access secrets in initializers or environment fails,2015-04-22 08:52:13,2015-04-22 19:10:39,closed,2
19855,require 'active_support/core_ext' outside of rails raises NameError,2015-04-22 12:29:22,2015-04-22 16:28:19,closed,6
19859,[PERF] Regression in 4.2+ when creating/updating records ,2015-04-22 16:50:12,2015-09-24 20:08:02,closed,7
19861,ActiveJob: Improve Error Message for Unpersisted Models,2015-04-22 17:58:50,2015-07-05 11:59:45,closed,12
19865,Unexpected error while processing request on Rails 3.2,2015-04-22 21:09:23,2015-04-22 21:11:10,closed,1
19866,Active Job default inline adapter vs async one,2015-04-22 21:41:35,2015-04-23 18:46:25,closed,1
19871,ActiveRecord logger bug for binary column,2015-04-23 08:55:10,2015-04-23 12:25:46,closed,2
19874,Custom serialization of char(1) attribute to boolean using serializer class,2015-04-23 12:51:21,2015-04-24 11:54:36,closed,7
19880,Rails 4.2 Regression: before_configuration hook is run too late,2015-04-23 20:22:22,2016-08-19 03:52:54,closed,13
19890,Rails 4.2 content_for not clear content,2015-04-24 14:09:56,2016-01-16 06:24:25,closed,6
19891,AR 4.2.1 .includes give undefined method `each' for nil:NilClass,2015-04-24 15:11:40,2015-12-23 17:26:30,closed,20
19893,README links broken,2015-04-24 16:10:39,2015-06-15 20:08:31,closed,7
19896,Child records not properly loaded when accessible through multiple association paths,2015-04-24 20:34:30,2015-10-20 23:00:15,closed,6
19912,ActiveRecord::ProtectedModel,2015-04-26 20:41:27,2015-04-26 20:44:22,closed,1
19916,Saving STI association with becomes does not saves type column,2015-04-27 07:44:46,2015-04-27 09:41:06,closed,2
19926,ActiveRecord::Store accessors not included by default in serializable_hash,2015-04-28 01:22:19,2015-04-28 02:43:46,closed,1
19929,link_to from mailer templates does not go to :put action ,2015-04-28 07:17:58,2015-04-28 09:02:27,closed,11
19944,Rails 4.2: simple_format omits sanitizing by default,2015-04-28 20:22:52,2016-05-25 20:47:38,closed,4
19946,ActionController render_to_string() converting HTML to unicode characters,2015-04-28 20:53:50,2015-04-28 21:15:30,closed,2
19951,Add deprecation message for ActionController::Parameters...?,2015-04-29 07:59:22,2015-04-29 10:42:41,closed,1
19955,Rails 4.2: using aliased attribute in joined relation's where condition,2015-04-29 19:33:33,2015-04-29 19:55:13,closed,1
19958,hash is implemented suboptimally for ActiveRecord instances with no id,2015-04-29 21:47:57,2015-04-30 01:14:09,closed,1
19960,Rails 4.2.1: ActiveRecord's save and save(validate: false) methods issue with serialized attributes,2015-04-30 07:49:03,2015-05-04 14:51:16,closed,3
19963,"StrongParameters: permit, require, and the principle of least surprise",2015-04-30 10:41:47,2015-05-04 02:14:06,closed,14
19964,Rails 4.2: ActiveRecord enum builds incorrect query when used with string or symbol,2015-04-30 14:25:03,2015-05-04 05:32:17,closed,7
19967,ActionView translate regression since 4.1 when default is missing,2015-04-30 21:00:19,2015-05-04 21:23:13,closed,3
19968,"When running cache_digests dependency rake tasks, notify if file not found",2015-04-30 21:00:32,2015-06-11 23:37:09,closed,1
19985,image-url in background vs background-image properties behave differently?,2015-05-03 09:23:53,2015-05-03 09:44:23,closed,1
19993,deep_dup doesn't work properly when classes are used as keys or values,2015-05-03 14:37:46,2015-05-04 21:28:12,closed,2
19996,"Model named ""Asset"" cannot accept PATCH or PUT requests",2015-05-03 15:03:28,2015-05-03 17:20:03,closed,17
19997,[master] NameError: uninitialized constant Rake::TestTask,2015-05-03 17:25:16,2015-05-03 20:51:35,closed,6
20001,[4.2.1] index.scss not correctly linked,2015-05-03 20:28:03,2015-05-04 02:48:57,closed,1
20011,unscoped associations not working with joins,2015-05-04 14:31:05,2015-05-06 08:34:05,closed,4
20012,"Disagree with Rails Security 7.1, bullet 1",2015-05-04 15:33:26,2015-05-09 15:55:12,closed,2
20015,dynamic table_name,2015-05-04 16:03:27,2015-05-04 16:38:39,closed,2
20020,rake db:schema:dump is incorrectly setting default: nil on postgres tables using uuid identifiers,2015-05-04 22:48:07,2015-05-06 19:23:16,closed,2
20029,Load helpers on demand helper,2015-05-05 14:40:22,2015-05-05 14:43:52,closed,1
20033,Schema dump support for multiple schemas,2015-05-05 16:24:56,2015-05-05 16:28:49,closed,1
20035,Flash message not being displayed while rescuing from ActionController::InvalidAuthenticityToken,2015-05-05 17:25:53,2015-05-05 19:34:21,closed,2
20037,"Calling `.primary_key` before schema is defined incorrectly returns ""id""",2015-05-05 19:42:44,2015-05-07 19:35:33,closed,4
20039,Rails Console Doesn't Appear to Honor Environment Argument,2015-05-05 22:09:23,2015-05-07 19:56:56,closed,2
20042,"assert_file fails when filename has special characters (~, +)",2015-05-06 05:19:09,2015-06-19 09:26:28,closed,2
20043,Rails session_store custom session_options are ignored in testing environment,2015-05-06 10:01:23,2016-03-11 15:09:51,closed,4
20045,Rails 4.2.1 regression: ActiveRecord override of ActiveModel's changes_include? causes unexpected behaviour,2015-05-06 11:57:10,2015-05-06 14:47:09,closed,3
20048,remove_foreign_key do not remove fk index from mysql database,2015-05-06 14:51:47,2015-12-23 17:29:29,closed,7
20052,Thoughts on GraphQL and Relay?,2015-05-07 05:10:23,2015-05-07 08:44:39,closed,4
20053,Asset Pipeline can't find compiled resource in production for an asset directory shared by the app and a gem.,2015-05-07 05:47:13,2015-12-23 16:56:37,closed,3
20059,Problem with MaterializeCSS (toast),2015-05-07 18:25:20,2015-05-07 18:26:16,closed,2
20067,Do not rely on Xcode Command Line Tools being installed,2015-05-08 04:55:18,2015-05-08 10:36:49,closed,1
20069,why rails new xx failed on win7 x64?,2015-05-08 10:58:18,2015-05-08 11:29:35,closed,2
20076,ActiveSupport::TimeWithZone changed as_json output format causes inconsistencies,2015-05-08 17:30:14,2015-05-08 17:36:46,closed,1
20077,"PG::ProtocolViolation: ERROR:  bind message supplies 0 parameters, but prepared statement """" requires 1",2015-05-08 18:01:01,2015-06-15 20:04:40,closed,23
20084,Create association with override reference,2015-05-09 09:00:32,2015-05-09 10:34:40,closed,1
20089,Cant create parent record and update child record at the same time with accepts_nested_attributes_for,2015-05-09 19:45:48,2015-05-12 04:01:43,closed,1
20091,I18n locale not automatically reset to default,2015-05-09 21:02:38,2015-05-10 02:48:09,closed,1
20095,HashWithIndifferentAccess#select fails to return Enumerator,2015-05-10 07:32:38,2015-12-30 01:39:07,closed,3
20110,attribute_changed? returns nil (instead of false) for unchanged attributes (4.2.1),2015-05-11 14:57:47,2016-03-11 18:45:56,closed,16
20114,ConnectionPool leaking connections on database outage and recovery,2015-05-11 16:41:20,2015-05-12 16:28:14,closed,11
20122,"Model.method_defined? does not always return true, if a method is defined",2015-05-12 12:30:09,2015-05-12 12:45:37,closed,2
20132,TypeError when using json column with ActiveRecord serialize and Postgres,2015-05-12 23:31:04,2015-05-13 10:15:45,closed,5
20135,NameError: uninitialized constant ActionView::Helpers::ActiveModelHelper,2015-05-13 06:24:51,2015-05-14 13:11:41,closed,2
20139,Can't access server on other machine ,2015-05-13 12:47:00,2015-05-13 14:48:20,closed,1
20144,Rails console does NOT auto load all locales from config/locales,2015-05-13 18:53:21,2015-05-13 19:25:38,closed,7
20148,Switch/change table name during request dynamically?,2015-05-13 20:57:47,2015-05-14 16:31:22,closed,9
20152,`rails server` fails with sqlite3_native load error,2015-05-14 07:39:33,2015-05-14 07:50:49,closed,3
20158,Rows always affected,2015-05-14 18:46:04,2015-05-14 18:49:53,closed,3
20163,number_to_currency NoMethodError ,2015-05-15 07:07:25,2015-05-16 01:06:35,closed,6
20164,Inconsistent behaviour when using postgres inet,2015-05-15 07:33:21,2015-05-18 09:03:14,closed,1
20165,data: remote issues,2015-05-15 07:45:31,2015-05-15 15:18:44,closed,0
20166,AR finders throws PG::InvalidTextRepresentation: for invalid ip or macaddr ,2015-05-15 07:46:43,2016-03-11 15:09:38,closed,2
20167,Issue with Active Record Migrations Add Column migration,2015-05-15 10:33:44,2015-05-18 08:59:15,closed,3
20169,Problems loading modules and classes,2015-05-15 12:26:17,2015-05-16 17:30:47,closed,6
20170,Wrong documentation (or implementation) of has_many clear,2015-05-15 16:56:50,2015-06-03 03:30:54,closed,0
20174,Incorrect model generation when using namespace.,2015-05-16 20:13:04,2015-05-16 20:16:14,closed,1
20177,Surprising parent_name on scoped ActiveRecord models,2015-05-17 03:14:21,2015-05-18 06:02:40,closed,4
20183,ActiveModel::SecurePassword authenticate always returns false when called on self,2015-05-18 03:44:26,2015-05-18 04:31:06,closed,2
20185,rails g mailer layout has a mispelling (hmtl),2015-05-18 09:30:24,2015-05-18 09:50:57,closed,3
20188,Rails 4.2.1 - Acceptance validation with accept option does not work,2015-05-18 15:21:05,2015-05-20 11:42:58,closed,6
20189,using uniq with a block on an ActiveRecord::Relation,2015-05-18 15:21:16,2015-05-26 19:23:14,closed,7
20194,response.content_type should not remove charset,2015-05-19 00:34:57,2015-05-19 02:02:19,closed,1
20197,Invalid sample test generated for engine controller tests,2015-05-19 03:54:50,2015-05-19 04:38:36,closed,2
20199,before_update provides no errors on rollback,2015-05-19 05:19:12,2015-12-23 17:27:35,closed,5
20202,NullStore local caching makes tests fail,2015-05-19 11:57:27,2015-12-23 17:33:20,closed,8
20203,Preloading has_one polymorphic through has_one generates invalid SQL on Rails >= 4.0,2015-05-19 14:14:18,2015-12-23 17:07:52,closed,2
20220,Error lib/active_record/attribute_assignment.rb file,2015-05-20 11:45:01,2016-01-30 22:16:31,closed,4
20223,Live streaming with MySQL and rspec,2015-05-20 12:18:21,2015-05-28 21:49:22,closed,3
20229,Rails 4.2 under Jruby can't find PGconn class,2015-05-20 16:39:45,2015-05-20 17:57:39,closed,7
20233,Constraint of param named subdomain,2015-05-20 18:39:05,2015-07-12 04:42:37,closed,3
20236,PG::ProtocolViolation,2015-05-21 00:10:57,2015-05-21 02:09:34,closed,2
20239,RemoteIp middleware's proxy handling does not handle an origin that falls within the trusted IP address ranges,2015-05-21 00:56:16,2015-05-21 03:35:12,closed,1
20249,AR and equivalent SQL query return different outputs,2015-05-21 19:25:02,2016-03-11 14:59:38,closed,7
20253,Accessing a not selected belongs_to association behaves differently since AR 4.2,2015-05-22 06:29:39,2015-06-29 16:14:52,closed,2
20264,Constraints on format of glob routes do not work,2015-05-22 13:38:00,2016-01-28 16:56:46,closed,14
20266,Not recognizing _method during resource update,2015-05-22 17:25:31,2015-09-13 17:27:13,closed,11
20271,"[Bug] rails 4.2(ruby 2.0) , cannot display error in development mode.",2015-05-23 05:26:30,2015-05-28 04:42:03,closed,2
20274,The association readme's diagram images not found,2015-05-23 11:56:43,2015-05-23 12:04:31,closed,1
20277,Virtual Attributes Query Failure,2015-05-23 20:06:54,2015-05-26 08:45:48,closed,12
20280,Wrong sql query with union (Mysql2::Error: You have an error in your SQL syntax...),2015-05-24 06:22:03,2015-05-24 08:18:30,closed,2
20281,Names of referenced tables (Please confirm a bug),2015-05-24 07:56:38,2015-05-24 08:03:31,closed,1
20283,[Bug] Rails 4.2.1 - integration test incorrect path join,2015-05-24 17:43:02,2015-05-25 03:52:13,closed,2
20287,undefined method http_basic_authenticate_with  in ArticlesController,2015-05-25 01:25:15,2015-06-23 12:34:11,closed,2
20299,bin/setup doesn't work out of the box after git clone,2015-05-25 21:45:37,2015-05-30 08:03:13,closed,7
20301,Rabl/JSON views are hanging and not being rendered with ActionController::Live,2015-05-25 23:21:11,2015-05-26 15:18:59,closed,2
20308,Using an association name as the key in a call to `where` can act inconsistently,2015-05-26 14:56:26,2015-06-28 00:15:51,closed,3
20311,Complex issue with transactions in testing,2015-05-26 17:28:40,2015-06-15 21:13:21,closed,1
20315,prev_week doesn't work like what the doc said ,2015-05-27 12:50:17,2015-05-29 02:25:09,closed,4
20318,Ruby on Rails Security Guide Additional Resources No Longer Available,2015-05-27 16:14:03,2015-05-28 00:40:22,closed,1
20325,Definition of method in rake task leaks onto Object,2015-05-28 00:28:49,2015-05-28 01:22:13,closed,0
20330,Relation does not respond to #compact,2015-05-28 03:29:36,2015-05-28 03:31:32,closed,2
20333,ETag with template digests ignoring controller namespace,2015-05-28 11:16:16,2016-07-13 21:19:13,closed,7
20335,Incorrect directory permissions for cache,2015-05-28 11:19:30,2015-05-29 16:20:08,closed,13
20338,ActiveRecord::Base#find(array) should return result in same order as the array,2015-05-28 13:38:45,2015-12-18 06:14:44,closed,14
20339,Add Enumerable#pluck,2015-05-28 13:45:36,2015-05-29 01:13:59,closed,1
20340,Code reloading constant lookup issue,2015-05-28 14:54:36,2015-08-05 20:34:04,closed,2
20342,segfault in activerecord-4.2.1/active_record/connection_adapters/postgresql/oid/hstore.rb,2015-05-28 18:33:37,2016-02-22 19:19:34,closed,8
20343,Fix Docs in regards to boolean presence validation,2015-05-28 20:00:12,2015-05-28 20:50:14,closed,2
20345,Remove of File.expand_path in Rails::Server,2015-05-28 21:58:57,2015-06-27 16:39:07,closed,3
20360,ActiveRecord::QueryMethods#from no longer escapes mysql attributes,2015-05-29 12:20:56,2015-05-30 18:37:16,closed,2
20361,Digest cache should be per-request in development mode,2015-05-29 12:23:44,2015-07-20 11:15:55,closed,4
20363,Rails Test: SystemStackError: stack level too deep,2015-05-29 14:05:24,2015-05-29 16:26:20,closed,1
20373,rake db:migrate fails with DATABASE_URL,2015-05-30 05:33:49,2015-05-30 15:55:38,closed,5
20376,any? overwrites COUNT(*) AS in custom select,2015-05-30 08:09:19,2015-05-31 00:21:55,closed,1
20377,ActionController::Base.helpers.image_url doesnt generate hashed version in initializer,2015-05-30 11:00:25,2015-05-30 11:12:34,closed,1
20388,`.where` with array like object returns empty array,2015-05-31 10:12:13,2015-06-01 13:03:35,closed,2
20390,Rails shouldn't enforce the use of secrets.yml,2015-05-31 19:44:18,2015-06-01 15:29:27,closed,4
20395,Add Object#attempt to activesupport.,2015-06-01 06:22:03,2015-06-01 06:23:43,closed,3
20397,`bin/rake routes` on master shows detailed sprockets output,2015-06-01 08:04:55,2015-06-02 15:41:49,closed,4
20400,add_column ignores index: true,2015-06-01 12:20:37,2015-10-21 07:29:45,closed,7
20416,"ActiveSupport::MessageVerifier raises ""ArgumentError: invalid byte sequence in UTF-8"" on malformed cookie",2015-06-02 07:29:26,2015-06-15 18:55:02,closed,1
20418,Performance regression in activerecord scoping,2015-06-02 19:09:04,2015-09-21 21:54:33,closed,2
20422,Returning false in after_* callback won't cancel later callbacks,2015-06-03 07:40:11,2015-06-03 14:32:51,closed,8
20424,Count on has_many association generating invalid SQL under rails 4.2.1,2015-06-03 14:28:18,2015-06-18 15:10:21,closed,4
20426,undefined method `uncached' on empty polymorphic belongs_to with force_reload,2015-06-03 19:41:54,2015-06-23 08:27:31,closed,2
20428,Model.where(id: 123456789013333333332345) raises RangeError: 123456789013333333332345 is out of range for ActiveRecord::ConnectionAdapters::PostgreSQL::OID::Integer with limit 4,2015-06-04 02:05:32,2015-06-04 03:52:05,closed,7
20431,render_to_string should work outside controller,2015-06-04 04:12:17,2015-06-04 04:16:28,closed,1
20432,ability to render a string or partial and collect the result in a variable outside controller and include inline css,2015-06-04 04:13:12,2015-06-04 04:14:59,closed,0
20433,Rail4) How to default return created_at.to_time.iso8601 in API with datetime,2015-06-04 07:14:55,2015-06-04 08:09:34,closed,1
20434,ActiveRecord::Calculations#count surprising results with conditions,2015-06-04 08:02:16,2016-03-11 15:04:18,closed,11
20435,Not installing RVN on ubuntu 12.04,2015-06-04 11:44:50,2015-06-04 11:56:53,closed,1
20436,Defining 'belongs_to' in abstract class breaks subclass model fixtures.,2015-06-04 16:53:44,2015-06-09 15:06:51,closed,0
20441,Columns with arrays of points are not working,2015-06-04 23:29:52,2015-06-07 18:53:29,closed,10
20446,Using scaffold generator with namespace lets Controller use undefined privat method for whitelist strong parameters ,2015-06-05 14:43:23,2015-06-16 15:53:17,closed,4
20449,AbsenceValidator should check if associated records are marked_for_destruction?,2015-06-05 15:33:20,2015-06-22 13:47:04,closed,7
20451,has_many association bug: accepts_nested_attributes_for or adding a scope on association breaks the associations before objects are saved,2015-06-05 19:23:11,2016-03-11 15:15:45,closed,5
20455,Rails 4.2.1 session reset on a new request,2015-06-06 10:24:25,2015-06-06 11:56:28,closed,1
20458,ActiveRecord::Relation#merge unexpected behavior,2015-06-06 19:25:20,2015-06-08 03:07:52,closed,2
20467,Can't use symbol on where query with enum,2015-06-07 16:43:41,2015-06-07 17:13:00,closed,2
20473,where doesn't warn for wrong values,2015-06-08 07:01:32,2015-10-16 16:52:53,closed,8
20475, ActiveRecord CollectionProxy not worked with `select + group' in pg.,2015-06-08 08:31:44,2015-06-09 02:49:32,closed,4
20477,action_mailer.default_options ignored in test environment,2015-06-08 17:04:30,2015-06-08 17:18:28,closed,1
20478,ActiveRecord fails to save empty Hash serialized field,2015-06-08 17:36:42,2015-06-09 02:56:16,closed,8
20484,Memory leak in transactions / has_(one/many) and find_each,2015-06-08 22:51:50,2015-06-09 02:53:09,closed,6
20485,deploy rollback after previous deploy failed caused asset_path to be in wrong format,2015-06-08 23:11:58,2016-03-11 15:04:45,closed,4
20487,activerecord 4.2.1: Postgresql datetime field loaded as nil,2015-06-09 10:51:11,2015-06-09 14:10:57,closed,1
20488,Environment variables SMTP_USERNAME and SMTP_PASSWORD result in strange behavior in production mode,2015-06-09 11:35:54,2015-06-09 13:31:53,closed,2
20489,ActiveSupport::Concern#class_methods affects parent classes,2015-06-09 11:42:03,2015-06-12 16:49:35,closed,11
20490,Rails.logger log level is not thread safe,2015-06-09 12:39:38,2015-12-23 19:37:04,closed,16
20492,Logger silence raises weird exception when called on built-in Logger class,2015-06-09 15:19:47,2015-06-09 15:26:28,closed,5
20495,Migration of trigram search,2015-06-09 17:35:09,2015-06-09 17:45:32,closed,3
20498,ActiveRecord::Base.connection.exec_query ignores binds argument,2015-06-09 21:50:55,2015-06-10 11:58:02,closed,1
20503,Type cast milliseconds in DateTime ActiveRecord attribute,2015-06-10 13:33:16,2015-06-10 14:04:48,closed,1
20504,Buggy Timezone from offset,2015-06-10 14:38:51,2015-06-10 17:07:41,closed,6
20506,Unscope Joins,2015-06-10 17:30:43,2015-06-12 01:08:04,closed,1
20510,"Rails 4.2, engine skeleton testing issues warning: previous definition of STATS_DIRECTORIES was here",2015-06-10 19:03:58,2015-08-06 20:36:23,closed,7
20513,Fragment Caching and content_for,2015-06-11 01:15:58,2015-06-23 07:11:41,closed,2
20514,has_one association and dependent: destroy may remove records it shouldn't,2015-06-11 03:25:31,2015-06-12 13:03:56,closed,8
20518,update pg uuid support (or docs) for pgcrypto replacing uuid-ossp,2015-06-11 10:46:15,2015-06-15 09:36:01,closed,3
20524,Connect to a database based on HTTP header value,2015-06-11 22:04:08,2015-06-11 22:49:22,closed,1
20525,Asset pipeline doesn't precompile css and javascript files with index name,2015-06-11 22:17:19,2015-06-12 16:22:24,closed,4
20528,inverse_of option without an object has been shared,2015-06-12 03:05:50,2015-06-13 14:53:57,closed,2
20530,Builder views cannot readily use some ActionView::Helper methods,2015-06-12 04:21:26,2016-03-11 15:05:32,closed,4
20531,"Rails 4.2 call save in `getter` method causes ""instance variable @cached_changed_attributes not defined"" bug.",2015-06-12 08:19:42,2015-06-12 17:04:26,closed,4
20535,Issue running AutomaticCollectionCacheTest tests in a specific order,2015-06-12 17:10:56,2015-07-05 19:54:50,closed,11
20540,Strange Use-case for ActiveRelation might?could to reveal a bug,2015-06-13 00:56:37,2016-03-11 15:08:31,closed,3
20541,NameError instead of AssociationTypeMismatch when passing the wrong class of object to namespaced model associations,2015-06-13 01:11:07,2015-06-23 07:10:43,closed,7
20555,STDOUT logger causes an error when being silenced,2015-06-14 09:28:40,2015-06-14 13:00:19,closed,1
20565,Why ActiveRecord readonly method unnecessarily generating the DIRTY methods,2015-06-15 06:59:23,2015-06-15 07:07:50,closed,1
20567,Unsafe Query Generation handling causes strong parameters fail on empty arrays,2015-06-15 12:42:27,2015-12-30 15:04:54,closed,7
20568,regression: callback symbol conditions can't refer to instance variables in 4.2,2015-06-15 16:43:56,2015-06-17 03:32:52,closed,7
20571,Rails assumes content-type json for HEAD/GET requests,2015-06-15 19:05:34,2015-06-16 21:25:55,closed,6
20576,"Provide ""staging"" environment by default. Maybe?",2015-06-16 12:00:21,2015-06-16 12:44:35,closed,2
20579,[CVE-2015-3225] Potential Denial of Service Vulnerability in Rack,2015-06-16 18:17:46,2015-06-16 18:26:44,closed,0
20580,[CVE-2015-1840] CSRF Vulnerability in jquery-ujs and jquery-rails,2015-06-16 18:17:46,2015-06-16 18:26:44,closed,0
20581,[CVE-2015-3226] XSS Vulnerability in ActiveSupport::JSON.encode,2015-06-16 18:17:47,2015-06-16 18:26:45,closed,0
20582,[CVE-2015-3224] IP whitelist bypass in Web Console,2015-06-16 18:17:47,2015-06-16 18:26:45,closed,0
20583,[CVE-2015-3227] Possible Denial of Service attack in Active Support,2015-06-16 18:48:41,2015-06-16 18:57:59,closed,0
20585,Rails 3.2 Stable Actionpack Vulnerable to [CVE-2015-3225],2015-06-16 19:49:31,2015-06-16 21:07:25,closed,1
20586,Rails 4.2.2 upgrade causes distracting rails c warning,2015-06-16 20:36:47,2015-06-16 21:13:14,closed,24
20591,Rails4 + RubyAMF missing Set-Cookie,2015-06-16 22:15:26,2016-03-11 15:07:42,closed,5
20592,Rails v4.2.2 security release bumps Sprockets from 2 to 3,2015-06-16 22:50:34,2015-06-16 22:56:02,closed,2
20595,Double js assets queries on rails 4.2.2,2015-06-17 09:42:28,2015-06-17 11:43:48,closed,10
20597,Using column of joined table as foreign_key:  in has_many: relation,2015-06-17 10:11:54,2016-03-11 15:08:50,closed,6
20601,rubygems gem does not match version code,2015-06-17 12:54:30,2015-06-17 13:10:35,closed,3
20604,Caching of URL Helpers Introduced in 4.2.1 Breaks for Me,2015-06-17 15:48:16,2015-10-01 18:46:23,closed,4
20606,Issue using has_one (with scope) in combination with has_many,2015-06-17 16:58:40,2015-06-19 10:24:49,closed,10
20610,Confusion around form_for defaults and json/js,2015-06-17 19:32:48,2016-03-11 15:16:08,closed,14
20611,ActiveRecord Associations PG incorrectly handles uuid ID,2015-06-17 21:22:25,2015-06-18 14:35:17,closed,12
20612,[Meta] Rails 5.0 Release Notes,2015-06-17 23:41:26,2015-12-23 11:08:52,closed,15
20613,template_name method is being called,2015-06-18 00:09:01,2016-02-01 10:19:47,closed,6
20617,Sanitize helper truncates text. 4.2.1,2015-06-18 11:10:33,2015-06-18 12:29:37,closed,2
20620,Use the Unlicense instead of the MIT License,2015-06-18 16:40:47,2015-06-18 17:07:17,closed,1
20621,"ActiveSupport autoload should load ::A::B, but loads ::B",2015-06-18 16:41:40,2015-06-18 17:09:39,closed,4
20623,#valid? clear erros before `run_validations!` clears previous DB dependent validations,2015-06-18 17:34:54,2015-06-18 19:50:48,closed,3
20624,Parse_query fix in #19665 was reverted,2015-06-18 20:01:47,2015-06-18 21:29:20,closed,13
20626,ActiveRecord::RecordInvalid is not eager loaded,2015-06-18 20:36:47,2015-06-18 21:38:13,closed,2
20627,Rack 1.6.3 breaks Request < Rack::Request,2015-06-18 20:48:35,2015-06-18 20:51:09,closed,1
20628,Eager loading scoped conditions on remapped table names,2015-06-18 21:10:01,2015-06-18 22:03:04,closed,3
20633,Shouldn't nested updates respect the relationship's scope?,2015-06-19 16:04:50,2016-03-11 15:11:09,closed,6
20635,validate_format_of :with only accepts regex,2015-06-19 18:41:39,2015-06-20 01:18:07,closed,2
20637,Some links on Rails on Rack guide are broken,2015-06-19 19:16:31,2015-06-21 05:25:43,closed,1
20639,Arel - RuntimeError - unsupported: Hash: when using select on associations,2015-06-19 22:46:10,2015-06-30 20:13:42,closed,3
20642,Names in API Guides do not reflect diversity of Rails community,2015-06-20 08:32:16,2015-07-02 23:20:46,closed,3
20643,Possible to use enums and load a model more than once?,2015-06-20 08:37:19,2015-06-23 06:52:43,closed,12
20644,Rails Guides - Needs update to specify that Devkit installation is also needed ,2015-06-20 09:14:46,2015-06-30 00:22:15,closed,2
20648,Rails 4.2.0 - manifest.json missing after assets precompile on production server,2015-06-20 20:04:31,2015-06-22 13:51:18,closed,4
20650,state_machine no more maintained but have some stateS_machine on gem maintained...,2015-06-21 03:35:21,2015-06-21 04:56:29,closed,7
20660,Rails 4.2.2 still includes Rack::Lock (even in production mode),2015-06-22 07:46:58,2015-08-11 07:03:50,closed,13
